income,employment_length,existing_debt,loan_amount,credit_score,payment_consistency_pct,income_volatility_score,debt_trend,default
16020.04,3.3,4314.31,7266.75,467,100.0,44.2,-0.024,0
48012.82,1.3,14147.38,13785.38,709,74.0,82.1,-0.185,1
49685.84,4.3,1356.55,2760.48,850,93.3,23.4,-0.142,0
49604.6,2.4,15635.72,3041.65,681,83.6,51.4,0.143,0
118036.93,0.8,21721.28,60479.13,697,57.1,33.1,-0.126,0
27758.88,6.6,18525.42,9031.71,491,71.6,40.5,-0.053,1
34422.22,0.9,6602.86,1000.0,820,86.4,33.7,-0.174,0
12878.21,3.2,570.91,12449.5,516,58.1,50.6,0.57,1
41585.04,3.9,5288.49,2534.3,837,88.2,10.8,0.458,0
43581.85,10.0,3837.16,15404.65,704,64.2,37.0,-0.515,0
40925.66,0.8,6660.26,11624.92,791,91.6,57.7,0.001,0
99630.39,7.1,24449.08,40455.04,725,65.0,49.0,-0.285,0
86971.84,7.9,32495.55,7069.62,710,90.2,41.5,-0.436,0
56546.65,12.1,7625.64,27419.36,740,95.4,37.0,-1.0,0
44185.98,9.0,25242.6,15817.38,541,81.6,27.8,-0.114,0
95263.72,4.0,25566.47,40141.1,790,82.9,27.9,-0.087,0
53590.83,7.3,1243.77,11243.49,841,100.0,3.9,0.475,0
34542.7,10.4,5703.4,17799.64,575,73.0,45.1,0.367,0
21079.65,0.6,931.2,5877.21,578,76.5,62.3,0.172,1
42500.75,1.3,10999.88,17069.57,604,93.0,40.9,0.258,0
82047.53,5.1,40380.97,42429.02,681,89.9,35.3,0.298,0
189490.9,7.9,38670.88,92973.0,850,80.6,47.0,0.171,0
56043.63,6.5,8422.87,26819.13,730,67.0,0.0,0.485,0
35562.77,5.4,20349.57,18932.1,505,97.6,24.9,-0.444,0
28233.63,12.0,7242.02,9702.77,569,66.7,33.5,-0.171,0
73392.37,3.3,12085.86,18578.38,767,100.0,0.9,-0.22,0
20526.28,2.3,8180.94,1402.64,484,67.3,38.2,-0.193,1
73327.41,2.8,14133.31,28856.36,787,68.5,0.0,-0.053,0
84943.48,5.1,22806.72,41332.45,738,88.8,48.8,0.571,1
68868.47,3.9,36755.54,22466.9,637,91.7,39.5,0.313,0
48011.03,8.2,13279.41,9492.42,705,70.4,31.2,0.428,0
73918.42,2.4,43732.7,26989.24,574,100.0,50.2,-0.027,0
59516.93,5.6,15591.78,15376.63,771,88.6,37.9,-0.043,0
35313.9,7.4,18333.14,19740.22,523,80.5,44.5,0.202,1
149900.46,10.3,12765.15,52181.68,850,89.4,40.7,0.151,0
44648.52,1.5,9550.64,1317.41,772,100.0,17.8,0.151,0
83005.63,2.7,886.14,36498.34,715,100.0,66.4,0.811,0
14325.01,3.7,1770.28,1000.0,565,86.7,59.9,0.205,0
109322.66,1.1,40026.42,37330.86,569,66.2,43.6,-0.275,1
121518.29,5.4,29956.93,13577.87,842,66.4,38.0,-0.246,0
55072.65,5.3,8238.99,6627.12,620,64.2,50.0,0.295,0
73668.02,5.0,27737.01,12304.28,701,75.0,60.2,0.267,1
73657.65,3.5,3243.14,10870.66,823,84.5,73.1,0.343,0
38042.87,9.6,19262.07,20845.83,545,87.0,24.2,0.182,1
73197.55,2.8,8821.29,36077.89,692,99.8,55.9,-0.364,0
34726.32,9.0,14114.47,3185.64,551,55.0,33.3,0.538,1
38761.54,2.8,3238.6,7430.49,728,83.8,2.8,0.47,0
100691.71,1.5,28202.4,41610.99,748,90.5,51.8,-0.135,0
92601.6,4.0,33396.23,4773.4,577,44.7,64.3,0.128,1
36735.3,4.6,4526.47,12666.73,527,90.3,54.5,0.065,1
36189.82,5.7,11576.71,3603.64,674,100.0,31.6,-0.13,0
37984.06,0.4,5040.28,13545.46,812,94.8,42.8,-0.406,0
81060.56,3.2,29337.99,43863.54,578,88.3,49.0,0.201,0
31257.3,14.2,3987.42,10041.54,680,80.2,46.5,-0.522,0
65919.66,2.6,24828.1,40135.99,638,87.3,59.6,-0.208,0
81696.44,7.9,28598.54,37263.12,677,100.0,53.9,0.599,0
51609.7,23.8,3810.59,21002.75,758,79.1,23.4,0.146,0
94422.53,15.9,16887.06,38710.19,819,100.0,35.5,0.134,0
45827.03,1.7,7979.68,18536.87,831,90.5,24.9,-0.103,0
48164.59,7.5,7135.77,20640.28,735,100.0,38.2,-0.546,0
31650.67,7.8,2992.98,19115.6,831,99.2,0.0,0.145,0
94792.69,6.7,40008.99,8427.27,656,86.7,73.6,0.175,1
35539.99,1.5,11135.07,12213.62,681,85.8,19.4,0.278,0
65668.49,5.0,36251.03,18742.48,583,79.6,24.7,-0.137,1
52092.49,4.9,5898.98,6170.16,720,97.7,36.7,-0.143,0
30362.67,1.3,10780.66,6410.48,672,75.7,7.4,0.199,0
38754.16,3.4,13163.49,10193.09,636,85.6,28.3,-0.44,0
115911.21,5.1,40550.6,33334.68,705,81.3,38.4,0.285,0
60531.04,3.9,43215.45,12926.37,515,65.2,68.0,-0.056,1
31100.13,7.0,15569.69,1000.0,627,87.1,37.8,0.103,1
64082.75,3.3,7761.57,11537.42,669,62.6,26.9,0.808,1
49992.95,4.6,251.56,21888.59,850,77.7,12.5,-0.095,0
362118.04,8.3,128523.27,49770.04,798,93.3,77.8,0.049,0
63374.58,13.1,11406.4,5741.16,745,86.4,36.5,0.01,0
43943.34,1.4,6211.09,13297.6,779,86.1,36.6,-0.693,0
118304.29,6.8,52751.21,32124.82,528,71.9,7.6,0.214,0
19681.42,2.9,5623.7,6177.39,546,98.7,45.5,-0.818,0
57061.0,5.7,11321.87,31288.74,670,71.6,23.2,0.265,0
162256.82,1.3,30373.35,34779.77,844,93.9,64.4,-0.242,0
50822.29,9.7,4006.18,16382.2,784,100.0,44.3,-0.258,0
20882.87,2.2,4053.3,1906.03,381,62.6,37.5,-0.013,1
43575.27,8.4,12341.21,26713.81,654,78.3,8.5,-0.464,0
120569.9,1.5,53520.05,32974.57,572,77.0,33.0,-0.039,0
66625.21,1.1,20559.37,13771.61,662,87.8,30.7,-0.384,0
34153.8,3.6,18879.91,12503.18,477,70.8,37.5,-0.451,1
37164.77,5.0,9487.4,9700.47,654,67.7,0.0,-0.076,0
39821.6,16.9,10339.23,8055.61,664,83.2,16.8,0.428,0
66082.47,4.9,7778.8,34365.5,749,76.1,25.1,0.253,0
113097.76,1.7,8965.71,57930.25,772,82.0,45.0,-0.19,0
96648.18,7.5,11743.67,41105.8,850,96.5,0.0,-0.057,0
69619.97,10.8,19983.94,5870.26,573,61.4,62.6,-0.19,0
26045.37,2.1,10208.32,13659.24,535,82.4,59.8,-0.418,0
26098.6,8.2,10457.95,17879.93,514,75.7,15.1,-0.367,0
72641.28,9.9,15857.38,38867.46,672,84.3,84.4,0.093,1
25848.06,7.6,8441.97,4143.16,573,75.8,39.8,-0.256,1
47855.35,2.5,20879.33,8879.73,507,67.5,32.8,-0.021,0
64041.25,5.0,11459.7,11994.79,731,89.5,46.9,-0.357,0
28978.9,5.7,11256.0,13885.72,599,100.0,43.4,0.277,0
30842.71,9.5,5800.77,3304.3,727,82.6,37.3,0.224,0
51443.19,2.6,8294.33,5015.6,735,73.8,13.3,0.545,0
71468.18,8.3,26294.31,22663.7,679,73.8,26.3,0.477,0
97132.89,3.8,36732.39,9805.07,681,97.1,42.1,-0.323,0
75650.5,3.2,11486.7,38216.98,545,71.7,51.7,-0.301,0
56416.17,4.5,8037.57,14436.29,715,100.0,63.8,0.123,0
35939.52,0.3,2109.58,7640.21,535,61.1,25.9,-0.31,0
30061.52,0.5,11225.41,7882.3,612,86.7,36.6,0.082,0
40905.41,0.7,6826.98,16892.1,754,93.3,21.8,-0.121,0
67877.82,5.9,11440.22,29076.29,763,94.7,56.9,0.321,0
65195.32,3.5,51159.75,41445.89,550,93.7,28.8,0.331,0
17069.59,2.5,1117.15,2697.66,603,87.7,23.2,-0.107,0
35167.5,4.2,5469.43,8239.21,682,100.0,36.2,-0.64,0
105080.2,8.4,32787.48,4909.02,748,70.1,1.5,0.354,0
56588.91,4.0,20394.08,27405.92,743,75.0,45.8,-0.214,1
24850.8,1.7,7210.37,13807.96,607,78.4,28.8,-0.008,0
197936.52,18.7,13414.01,47716.66,850,100.0,90.4,-0.048,0
53320.81,4.3,9838.14,24977.28,850,90.5,22.6,0.134,0
66928.74,10.0,32652.7,35117.25,662,93.5,29.7,-0.218,0
67490.26,7.6,19654.31,37444.17,630,81.5,55.3,-0.392,1
44259.38,3.1,2751.04,10197.66,780,95.4,50.6,0.053,0
36309.49,13.0,4813.37,3275.12,653,62.3,55.7,0.289,1
174019.26,2.7,80683.68,79777.6,783,78.3,29.4,-0.043,0
94067.06,5.9,65988.45,45516.41,613,81.0,12.1,-0.044,0
85141.13,5.3,32712.52,28992.95,512,77.4,88.4,-0.415,1
74381.24,5.7,19900.14,38185.19,612,79.5,45.3,0.18,0
31200.06,11.5,12125.13,3609.67,615,91.7,39.5,0.205,0
109386.37,4.4,21990.64,45994.14,754,87.3,51.1,-0.038,0
34073.56,5.1,13023.93,3729.09,666,100.0,8.9,-0.341,0
63310.58,5.3,9406.29,17223.18,725,54.8,25.9,0.029,0
21989.83,16.4,3447.68,2086.16,671,100.0,14.1,0.058,0
17633.0,9.5,1584.25,8766.99,586,74.9,38.3,-0.014,0
64541.27,1.0,32627.11,7861.31,784,100.0,7.4,-0.379,0
34717.37,2.7,6352.25,18777.58,558,78.2,48.5,0.089,0
18141.51,4.6,6339.23,20495.19,608,89.2,58.7,0.057,0
72935.83,11.4,40249.85,16800.33,560,68.9,57.9,0.147,0
173866.74,12.1,23204.29,54993.29,791,67.0,43.8,-0.048,0
116338.36,4.2,26361.31,6703.19,807,92.1,38.8,0.449,0
47026.9,2.7,26573.13,17906.85,494,46.7,26.6,-0.001,1
54440.57,3.8,9607.63,8323.42,704,67.0,44.0,0.488,1
88277.31,4.8,24180.23,30812.28,649,94.7,32.8,0.078,0
100425.4,3.6,28290.28,53063.5,843,78.2,0.0,-0.405,0
44848.95,10.2,4007.49,17034.03,717,71.6,22.7,0.293,0
55204.39,3.3,24276.46,16853.56,733,100.0,50.8,-0.127,0
63916.84,2.1,26308.9,22838.61,753,100.0,12.5,-0.155,0
73469.97,3.7,14667.6,13587.01,850,84.0,12.1,0.363,0
50352.72,5.5,18213.25,10759.22,657,100.0,31.0,-0.437,0
50713.79,10.3,16314.41,1164.59,795,100.0,0.0,-0.613,0
115717.57,2.0,31230.95,32944.5,686,83.8,49.6,-0.077,0
105370.33,5.5,42745.42,51895.73,702,76.8,47.8,0.106,0
70444.17,5.6,15761.3,22266.33,771,85.2,53.9,0.304,0
139456.78,6.4,12927.72,43171.91,783,63.6,39.4,0.051,0
43802.88,3.3,11914.17,9676.25,578,92.0,17.9,-0.788,0
132274.61,6.4,36894.78,26795.19,791,79.4,10.4,-0.34,1
73012.32,7.5,20215.32,36337.83,684,84.8,46.0,-0.441,0
327441.39,3.3,80135.74,76536.68,850,84.6,49.3,-0.66,0
28117.15,5.1,10853.51,9741.95,518,72.1,12.7,-0.06,1
37081.0,3.9,0.0,2120.56,734,83.5,10.0,0.179,0
68209.48,2.4,14356.62,3553.23,630,65.0,34.6,0.34,0
67405.29,1.4,13733.58,15145.47,687,77.2,37.7,0.174,0
158352.12,2.7,35224.92,81137.95,754,68.4,53.7,-0.195,0
37511.17,2.8,6706.64,1000.0,672,71.7,48.2,0.379,1
89116.98,1.3,12048.66,33288.04,732,52.4,33.4,-0.074,1
102678.15,6.1,20030.79,10611.86,673,78.0,55.7,0.021,1
79822.15,7.9,16415.17,32530.81,737,90.8,28.0,-0.232,0
31934.81,3.8,11519.41,3713.3,578,86.5,28.8,-0.086,0
117508.66,4.3,23166.59,43435.56,795,99.2,52.0,-0.147,0
106524.33,3.0,25675.14,25726.24,650,70.7,54.2,-0.484,0
75340.38,4.1,18212.64,12518.58,645,77.3,54.7,0.223,0
60620.67,6.4,36858.02,28347.32,684,96.8,31.4,0.059,0
61350.55,5.5,8314.87,22713.7,759,82.8,36.4,0.278,0
51880.35,4.1,8211.47,13468.73,679,86.6,17.7,-0.246,0
77067.11,2.8,2736.29,20706.34,850,100.0,53.0,0.247,0
55112.08,7.4,1235.1,1000.0,759,80.4,23.2,-0.549,0
33972.66,3.1,2408.04,14899.14,848,77.2,0.0,0.19,0
30432.75,1.5,1266.4,10098.75,633,70.1,26.2,0.237,0
35824.24,4.8,16011.21,4968.4,559,80.0,17.9,-0.363,1
61216.54,0.8,0.0,9761.22,848,98.3,0.0,0.391,0
53379.09,5.4,2205.4,19121.79,739,92.0,23.5,0.545,0
60988.41,5.7,15635.61,27991.93,758,100.0,50.6,-0.201,0
71356.75,2.6,18246.1,24426.62,729,89.1,43.3,0.507,1
38367.79,3.0,16677.15,11583.97,518,52.6,43.2,-0.596,1
121311.04,8.2,44964.83,51466.39,730,92.8,63.5,-0.048,0
46758.86,15.4,15827.65,8012.36,668,85.5,23.4,-0.915,0
42685.53,4.4,2770.57,19790.58,850,84.0,12.1,0.325,0
70637.22,2.7,8812.02,6841.33,838,100.0,44.9,-0.536,0
19730.47,5.7,699.73,1000.0,554,80.2,42.1,-0.683,0
35073.67,3.9,9683.16,10607.15,709,92.1,9.7,0.092,0
92928.91,5.4,17755.82,14024.79,793,68.9,31.5,0.363,0
20835.59,4.8,2088.3,7421.61,446,62.7,45.8,-0.142,0
100174.19,4.9,5198.87,40329.67,729,75.6,40.5,0.048,0
124383.54,0.6,25744.15,9502.42,812,79.6,49.6,0.617,0
44214.12,2.9,21881.45,17527.22,686,91.7,21.6,-0.333,0
63608.16,2.7,13721.23,25753.95,718,68.6,6.6,-0.344,0
100257.57,2.7,39414.24,30688.9,798,100.0,16.7,0.38,0
41909.42,6.7,9384.84,19768.91,689,70.5,52.3,0.079,0
87314.91,1.6,49908.63,24708.86,566,82.8,55.7,0.499,0
37453.98,0.6,20228.58,19280.16,485,84.2,31.6,-0.454,1
41660.92,2.6,13839.26,8620.03,603,88.2,65.3,-0.626,0
34904.29,2.2,5758.06,2662.6,713,90.3,31.8,-0.502,0
65411.67,4.5,26875.46,24699.92,730,100.0,24.8,0.247,0
102424.68,2.2,49321.9,22906.16,733,75.6,6.8,0.42,0
48958.97,3.5,5994.42,1118.44,849,88.4,33.5,0.375,0
26925.07,3.1,5844.32,3003.39,623,82.8,56.2,0.194,0
29867.05,9.9,11033.98,20565.53,562,97.8,60.4,0.438,1
67307.68,2.2,22265.17,34430.48,629,90.3,56.4,-0.213,0
149382.29,6.5,73158.19,85582.6,716,87.1,45.0,-0.695,0
67275.32,4.0,35789.2,26899.71,613,63.1,66.9,-0.566,1
43792.02,8.3,22188.81,10919.26,610,77.7,15.6,-0.509,0
82569.96,12.0,61952.0,32960.81,473,70.3,58.7,-0.677,1
47490.06,4.0,17551.43,9832.77,574,77.7,40.6,-0.476,1
43999.92,0.9,2878.72,15880.71,679,72.4,39.2,-0.324,0
31979.41,1.6,0.0,11080.25,743,76.7,6.5,0.212,0
117553.27,1.3,79022.14,50115.49,578,78.2,41.8,0.103,0
13405.71,3.0,3389.15,5079.06,456,78.5,58.1,0.528,1
84021.04,2.6,17216.88,21249.05,726,79.9,0.0,-0.434,0
41979.65,5.0,25119.53,1000.0,487,71.0,50.9,0.131,1
43230.98,7.9,8099.26,8383.13,739,84.5,0.0,0.461,0
137416.72,0.8,35263.26,50658.19,703,71.4,6.7,-0.179,0
36578.94,4.3,19670.07,2076.35,549,75.6,33.1,-0.156,0
37270.67,2.3,16661.41,11066.83,679,83.3,66.7,0.484,1
50427.06,4.4,21916.86,19192.87,533,47.9,32.4,-0.125,1
68024.01,3.0,25613.83,22633.01,726,100.0,44.4,0.502,0
42488.1,7.0,16433.98,16361.1,594,91.3,16.8,-0.519,0
22796.85,1.7,7617.27,10167.18,647,88.5,31.1,0.567,1
33653.29,2.4,14086.46,17599.0,526,76.7,33.9,0.44,1
109615.45,3.8,44899.51,33747.91,746,85.3,67.6,-0.335,0
56450.94,3.2,18095.72,18247.18,757,67.1,20.1,-0.108,0
69431.64,3.8,15958.83,15111.41,716,90.9,21.8,-0.434,0
46920.89,1.0,2986.94,27854.5,608,60.4,56.5,-0.173,1
37694.76,10.8,3599.47,12207.36,682,66.2,30.1,-0.547,0
136306.76,2.8,58739.44,23658.99,606,74.1,37.3,-0.623,0
48849.26,1.8,1981.75,9329.88,802,100.0,43.7,-0.439,0
42452.73,3.8,11843.79,15890.83,609,68.6,22.3,0.363,0
99000.31,4.3,13906.71,35192.98,836,88.7,0.0,-0.651,0
36413.75,14.0,10898.73,7095.07,482,55.1,56.5,0.48,0
39061.79,8.7,5942.18,13472.86,714,84.3,37.3,0.32,0
54482.55,3.2,10602.06,25432.33,850,100.0,9.5,0.461,0
54184.41,12.4,15616.41,2925.96,674,91.0,50.6,0.121,0
62491.53,10.8,9878.06,22992.82,574,55.0,75.2,0.577,0
171170.94,1.8,48067.02,27577.85,833,84.6,58.9,-0.502,1
65181.86,16.2,26919.43,32216.13,572,77.5,76.6,0.479,0
14648.16,2.8,2007.18,7672.66,675,100.0,10.4,1.0,0
64826.15,4.7,34925.06,21315.46,559,82.6,40.0,-0.092,0
55316.91,9.7,14570.57,11177.24,576,63.8,42.1,-0.019,0
55486.64,0.8,21758.22,11847.74,666,82.1,32.7,-0.322,0
62023.65,3.8,21255.02,25956.78,610,74.3,28.4,0.023,0
53328.54,5.2,18512.11,22163.8,517,53.8,0.0,0.065,1
52631.15,8.5,519.29,26642.95,747,81.6,68.8,-0.827,0
75900.18,4.1,32578.84,20552.24,850,84.1,2.7,0.214,0
40209.38,0.8,3999.42,9640.15,792,89.3,53.1,0.388,0
32169.45,13.9,13981.51,14632.06,615,98.2,35.2,-0.308,0
285809.22,4.3,19875.29,81337.37,850,80.1,34.4,-0.149,0
36544.22,5.4,6606.28,23754.94,525,63.0,30.9,0.297,1
57244.03,1.1,25611.75,14854.13,635,72.3,39.0,-0.325,0
23798.71,10.5,5093.35,12394.14,669,83.7,47.8,0.26,0
57760.34,2.9,18941.37,22953.35,631,100.0,54.0,0.1,0
32426.33,2.3,13168.52,1000.0,610,84.1,32.5,0.817,0
42473.68,9.0,6259.94,5612.57,700,82.1,10.9,-0.045,0
96257.83,1.2,45379.6,7678.48,663,80.7,10.2,-0.187,0
70235.23,5.4,25006.2,27161.31,684,83.9,55.8,0.086,0
74059.58,2.2,11957.24,16707.34,685,100.0,29.6,0.04,0
20452.03,5.9,6079.17,1000.0,543,82.8,14.5,0.571,0
148790.17,7.0,53193.31,27787.41,763,80.3,20.2,0.553,0
28126.44,2.8,2042.44,5000.26,576,84.5,33.1,-0.255,0
125581.28,10.1,7488.3,31704.23,832,74.5,9.3,-0.067,0
95020.61,4.3,25545.02,20730.3,589,62.1,34.4,-0.243,0
74423.94,14.1,10208.74,12321.53,634,59.6,60.1,-0.305,1
33852.17,9.1,8279.35,20860.94,657,73.8,32.6,-1.0,0
58886.93,4.6,12343.16,33777.39,803,100.0,0.0,0.591,0
41814.28,4.6,13798.66,10772.56,655,100.0,52.4,-0.235,0
55048.6,1.3,8174.69,11026.74,632,68.4,57.2,-0.156,0
47219.88,9.0,3836.9,9167.34,722,81.8,58.3,0.97,0
17654.82,2.6,7930.55,9044.39,482,85.8,36.2,-0.224,1
100406.41,5.0,25065.05,26662.55,637,73.9,81.6,-0.064,1
51812.73,14.0,10872.2,24228.26,761,100.0,49.7,0.094,0
41496.31,10.0,17279.95,24682.47,557,94.7,94.8,0.118,0
39807.87,1.9,2012.2,11067.0,816,89.1,62.0,-0.217,0
65983.02,4.3,40283.88,14235.75,531,85.0,59.0,0.393,1
33137.94,5.4,1270.02,13922.11,711,62.1,22.5,0.056,1
15672.35,10.8,9605.01,15456.32,513,100.0,16.0,0.039,0
67773.15,9.7,4332.69,4511.66,823,92.1,37.3,-0.236,0
72078.18,6.4,30417.16,31110.4,696,89.7,31.1,-0.046,0
48542.86,6.0,21509.06,11410.71,633,73.7,24.2,0.341,0
28815.06,4.2,10682.68,7281.35,652,74.9,32.4,0.342,1
56892.26,5.3,20022.99,9934.09,637,90.9,31.0,-0.15,0
24209.66,3.5,2474.61,14957.69,817,99.4,22.2,-0.271,0
30792.4,7.5,7401.53,1000.0,659,100.0,48.1,0.307,0
35850.62,6.2,11899.93,13604.11,515,73.7,20.0,0.105,0
86177.68,8.7,15481.55,36049.7,787,81.8,34.1,0.307,0
44380.88,8.6,26654.86,16348.56,523,54.7,10.7,-0.339,1
42347.87,2.6,18057.27,13269.55,540,49.5,37.0,-0.008,1
158749.2,0.4,51005.85,16799.95,767,91.3,39.0,0.308,0
65765.74,2.4,425.0,23648.81,720,72.1,15.8,-0.249,0
65280.39,5.2,7795.73,10242.4,649,56.4,36.4,0.661,1
44208.16,3.5,4600.63,16497.1,691,67.7,33.0,0.571,0
39026.48,3.4,14347.82,3344.23,624,88.8,25.8,-0.071,0
16276.48,2.3,5342.33,6834.2,497,89.4,26.0,-0.069,0
92300.73,5.8,6190.83,30479.05,724,61.1,44.0,0.112,0
69325.66,0.8,17967.07,38376.44,697,100.0,35.6,0.059,0
49092.36,6.4,17129.94,23856.97,568,74.3,54.2,0.425,1
50237.92,6.5,12933.01,12417.04,752,87.8,14.3,-0.308,0
81216.96,8.6,11088.97,30905.01,732,84.5,31.2,-0.305,0
23038.21,25.3,12174.55,5044.61,529,83.8,22.7,0.095,0
39166.04,0.4,858.13,6700.96,661,70.9,36.2,0.173,0
28999.49,6.3,9527.74,1549.39,611,83.7,40.4,-0.013,0
143534.41,7.1,63189.27,65270.88,715,87.8,11.4,0.313,0
87694.16,2.4,9120.86,41718.41,759,81.2,46.9,0.479,1
16131.34,3.7,3989.11,10235.78,480,85.4,78.3,0.262,0
23562.96,2.9,5284.97,1000.0,679,99.4,38.4,0.13,0
50372.96,6.5,12056.19,6144.12,597,77.4,17.6,-0.076,0
41779.37,9.3,24665.66,13328.74,575,93.1,29.2,0.026,0
26149.62,1.5,10647.77,8329.72,466,81.1,28.5,-0.478,0
157884.53,5.8,29111.38,54306.28,848,100.0,21.7,-0.416,0
64337.44,10.6,6777.01,32780.14,681,64.3,49.5,0.441,0
70343.73,2.5,13436.09,16296.92,850,100.0,0.0,0.614,0
37026.6,2.0,10519.55,8199.28,497,76.6,40.4,-0.478,0
80599.75,1.8,9373.08,39757.67,666,100.0,60.8,0.191,0
43947.98,2.1,12531.37,16147.08,731,90.1,59.5,-0.534,0
46358.56,13.8,0.0,26166.15,771,95.9,55.5,0.577,0
75814.97,16.0,22318.75,32747.06,674,81.7,21.8,-0.006,0
22115.88,11.5,6167.78,8267.26,580,93.5,64.2,0.882,0
130400.44,3.4,75089.4,57909.02,654,93.5,42.3,-0.223,0
59892.95,11.8,10104.24,31000.66,683,82.0,63.5,-0.178,0
109591.96,1.7,38108.51,53191.0,754,94.7,56.6,0.14,0
29987.0,7.6,12564.96,6140.08,357,36.9,41.3,0.316,1
32606.25,2.7,13197.85,9803.28,569,75.0,30.1,0.284,1
28594.08,1.5,8190.13,10826.66,535,84.3,82.3,0.341,1
62172.23,5.7,14734.95,8146.55,763,91.0,0.0,-0.079,0
56178.58,5.8,23786.12,34372.48,724,97.6,31.5,0.345,0
41964.26,6.2,9129.51,22412.76,748,80.5,6.9,0.778,0
31016.11,6.7,7575.77,8467.31,698,78.5,37.3,0.28,1
26994.06,5.5,2494.98,18668.12,601,96.2,42.1,-0.286,0
52750.78,4.0,31583.26,9839.49,646,100.0,22.1,0.149,0
41937.15,4.6,18248.34,29251.45,687,94.4,23.6,-0.685,0
37157.32,7.7,5197.39,13353.32,688,81.9,8.6,0.246,1
126867.59,5.4,37286.96,53505.83,797,100.0,44.0,-0.584,0
51778.01,3.0,20429.38,27791.81,736,85.1,25.7,0.251,1
108936.85,2.4,49904.21,41973.3,673,87.0,43.4,-0.014,0
40405.1,4.5,18530.31,24173.93,721,100.0,24.5,0.352,1
61983.71,10.6,20354.06,8566.33,717,100.0,39.9,0.017,0
52548.31,6.8,2141.53,23406.49,799,93.9,49.8,0.495,0
21296.71,10.9,5864.28,5126.56,572,71.4,44.6,0.2,1
118846.27,3.4,31158.93,25002.66,696,85.6,39.2,0.386,0
50295.23,5.1,10443.57,24059.51,746,91.2,32.9,-0.134,0
81677.19,5.6,35766.02,38034.5,676,100.0,44.5,-0.153,0
35824.39,8.0,11554.21,22302.64,736,100.0,22.9,-0.488,0
49480.58,3.4,22564.66,12246.52,570,75.6,31.1,-0.398,1
33631.93,6.8,19448.66,1000.0,539,95.9,41.9,0.034,1
106916.04,10.2,28640.21,39822.82,663,72.6,65.7,0.023,0
64297.44,4.1,22725.85,28245.75,677,82.3,22.8,0.141,0
66295.64,2.1,23620.92,36828.01,696,71.9,17.3,-0.241,1
114347.95,10.4,5779.71,55974.47,850,100.0,40.7,0.06,0
102333.02,7.2,19986.55,31941.15,850,87.3,59.1,0.471,0
82531.75,1.2,11867.75,35668.91,735,88.1,51.2,0.152,0
24786.39,4.2,10156.93,1000.0,507,84.7,35.4,0.014,0
36952.05,14.4,16021.03,14945.03,577,89.3,59.5,0.1,1
31190.27,6.4,7883.49,14109.81,706,89.7,0.0,0.435,0
80833.24,4.5,1218.09,15472.73,694,74.4,55.2,0.061,0
59507.56,1.9,34878.44,17507.14,616,60.4,28.7,-0.182,1
25215.6,1.9,7533.56,12980.98,516,65.4,47.6,-0.178,1
48834.42,7.6,21730.7,5308.37,606,61.5,55.2,-0.19,0
23818.98,2.0,12517.33,1000.0,612,86.7,38.9,-0.199,1
52615.39,5.7,38861.97,22666.02,519,72.6,36.4,0.276,1
21797.38,4.1,6081.59,12632.19,638,97.7,27.2,0.595,0
72464.72,5.4,51962.81,23302.74,477,87.4,68.8,-0.143,1
66694.61,3.9,14871.36,10368.83,604,58.3,41.9,-0.316,1
154719.9,6.2,4395.22,60758.94,801,78.3,39.4,-0.445,0
86364.35,8.6,32871.86,6550.59,533,54.3,65.2,0.604,1
42933.05,3.9,30606.79,10418.7,488,68.0,24.9,0.338,0
84960.23,8.1,1692.72,5192.22,820,77.1,30.0,-0.238,0
25116.62,11.3,3359.49,8259.85,557,70.8,53.7,0.049,1
31908.89,5.6,18512.92,10264.43,507,100.0,70.5,0.491,1
65070.62,7.5,36589.44,7483.14,593,94.5,35.9,-0.022,0
16530.5,1.5,238.09,7377.04,744,79.4,42.7,0.302,1
53080.32,4.0,26945.38,23565.1,548,100.0,3.2,-0.055,0
30910.62,1.1,9778.75,10303.94,693,70.4,60.6,-0.103,1
57280.69,2.9,11455.11,10046.67,764,79.3,13.3,-0.927,0
29948.81,4.0,8313.02,14467.51,512,96.0,24.2,-0.142,0
68414.25,15.2,18940.79,31233.32,643,68.4,38.8,-0.188,0
54755.33,2.4,14530.79,19075.08,760,93.6,22.0,0.182,0
117031.83,4.4,5380.36,32161.95,849,88.1,0.0,0.087,0
54377.4,2.0,17100.77,21678.31,700,92.2,10.3,0.069,0
35498.53,3.8,15575.02,16394.49,771,100.0,37.0,0.333,0
47297.5,6.3,4731.15,20172.97,700,90.4,64.9,-0.818,0
25865.62,7.0,5349.42,5251.4,560,85.8,63.3,-0.017,1
67736.16,3.4,1622.83,15361.96,788,63.0,42.6,-0.409,1
74938.09,2.7,17799.2,15800.49,641,86.9,38.1,-0.438,0
210672.03,12.2,18840.44,48489.78,850,77.3,51.0,-0.102,0
38483.71,3.2,4102.76,7540.4,717,82.3,61.5,0.008,0
46756.71,0.5,6210.07,20623.52,841,77.4,37.3,0.176,0
39471.45,10.2,17464.71,6527.47,624,90.9,38.0,0.153,0
60880.15,0.7,28995.53,20476.49,563,70.1,39.1,-0.289,0
66831.5,10.2,38043.96,36133.86,589,87.0,55.2,-0.069,1
52609.07,1.1,27797.02,26129.83,738,69.4,7.6,0.503,0
